x,y,wall_n,wall_e,wall_s,wall_w,empty,current,start,target
21,3,True,True,False,False,False,False,False,False
22,3,True,False,True,True,False,False,False,False
23,3,True,False,True,False,False,False,False,False
24,3,True,False,True,False,False,False,False,False
25,3,False,True,True,False,False,False,False,False
26,3,False,True,False,True,False,False,False,False
27,3,False,True,False,True,False,False,False,False
28,3,False,False,False,False,True,False,False,False
29,3,True,False,False,True,False,False,False,False
30,3,True,False,False,False,False,False,False,False
31,3,False,True,True,False,False,False,False,False
32,3,False,False,False,True,False,False,False,False
33,3,False,True,True,False,False,False,False,False
34,3,False,True,False,True,False,False,False,False
35,3,True,False,False,True,False,False,False,False
36,3,False,False,True,False,False,False,False,False
37,3,True,True,False,False,False,False,False,False
38,3,False,False,False,False,True,False,False,False
39,3,False,False,False,False,True,False,False,False
40,3,False,False,False,False,True,False,False,False
41,3,False,False,False,False,True,False,False,False
42,3,False,False,False,False,True,False,False,False
43,3,False,False,False,False,True,False,False,False
44,3,False,False,False,False,True,False,False,False
45,3,False,False,False,False,True,False,False,False
46,3,False,False,False,False,True,False,False,False
47,3,False,False,False,False,True,False,False,False
48,3,False,False,False,False,True,False,False,False
49,3,False,False,False,False,True,False,False,False
0,4,False,False,True,True,False,False,False,False
1,4,True,True,False,False,False,False,False,False
2,4,False,False,True,True,False,False,False,False
3,4,True,True,False,False,False,False,False,False
4,4,False,False,True,True,False,False,False,False
5,4,True,True,False,False,False,False,False,False
6,4,False,False,False,False,True,False,False,False
7,4,False,False,False,False,True,False,False,False
8,4,False,False,True,True,False,False,False,False
9,4,False,True,True,False,False,False,False,False
10,4,False,False,False,False,True,False,False,False
11,4,True,False,False,True,False,False,False,False
12,4,False,True,True,False,False,False,False,False
13,4,True,False,False,True,False,False,False,False
14,4,True,False,True,False,False,False,False,False
15,4,True,True,False,False,False,False,False,False
16,4,False,True,False,True,False,False,False,False
17,4,False,True,False,True,False,False,False,False
18,4,False,False,True,True,False,False,False,False
19,4,True,False,True,False,False,False,False,False
20,4,True,False,True,False,False,False,False,False
21,4,False,True,False,False,False,False,False,False
22,4,True,False,False,True,False,False,False,False
23,4,True,True,False,False,False,False,False,False
24,4,False,False,False,False,True,False,False,False
25,4,True,False,False,True,False,False,False,False
26,4,False,True,True,False,False,False,False,False
27,4,False,False,True,True,False,False,False,False
28,4,True,False,True,False,False,False,False,False
29,4,False,True,True,False,False,False,False,False
30,4,False,True,False,True,False,False,False,False
31,4,True,True,False,True,False,False,False,False
32,4,False,True,False,True,False,False,False,False
33,4,True,False,False,True,False,False,False,False
34,4,False,True,True,False,False,False,False,False
35,4,False,True,False,True,False,False,False,False
36,4,True,False,True,True,False,False,False,False
37,4,False,False,True,False,False,False,False,False
38,4,True,False,True,False,False,False,False,False
39,4,True,True,False,False,False,False,False,False
40,4,False,False,False,False,True,False,False,False
41,4,False,False,False,False,True,False,False,False
42,4,False,False,False,False,True,False,False,False
43,4,False,False,False,False,True,False,False,False
44,4,False,False,False,False,True,False,False,False
45,4,False,False,False,False,True,False,False,False
46,4,False,False,False,False,True,False,False,False
47,4,False,False,False,False,True,False,False,False
48,4,False,False,False,False,True,False,False,False
49,4,False,False,False,False,True,False,False,False
0,5,True,False,False,True,False,False,False,False
1,5,False,True,True,False,False,False,False,False
2,5,False,False,False,False,True,False,False,False
3,5,False,False,True,True,False,False,False,False
4,5,True,False,True,False,False,False,False,False
5,5,False,True,True,False,False,False,False,False
6,5,False,False,False,False,True,False,False,False
7,5,False,False,False,False,True,False,False,False
8,5,False,False,False,False,True,False,False,False
9,5,False,False,False,False,True,False,False,False
10,5,False,False,False,False,True,False,False,False
11,5,False,False,True,True,False,False,False,False
12,5,True,True,False,False,False,False,False,False
13,5,False,True,False,True,False,False,False,False
14,5,False,False,False,False,True,False,False,False
15,5,False,True,False,True,False,False,False,False
16,5,False,False,True,True,False,False,False,False
17,5,False,False,True,False,False,False,False,False
18,5,True,False,True,False,False,False,False,False
19,5,True,True,False,False,False,False,False,False
20,5,False,False,False,False,True,False,False,False
21,5,False,False,True,True,False,False,False,False
22,5,False,True,True,False,False,False,False,False
23,5,False,False,True,True,False,False,False,False
24,5,True,True,False,False,False,False,False,False
25,5,False,False,True,True,False,False,False,False
26,5,True,True,False,False,False,False,False,False
27,5,True,False,False,True,False,False,False,False
28,5,True,False,True,False,False,False,False,False
29,5,True,True,True,False,False,False,False,False
30,5,False,True,False,True,False,False,False,False
31,5,False,False,True,True,False,False,False,False
32,5,False,True,True,False,False,False,False,False
33,5,False,True,False,True,False,False,False,False
34,5,False,False,False,False,True,False,False,False
35,5,False,True,False,True,False,False,False,False
36,5,True,False,False,True,False,False,False,False
37,5,True,True,True,False,False,False,False,False
38,5,True,False,False,True,False,False,False,False
39,5,False,True,True,False,False,False,False,False
40,5,False,False,False,False,True,False,False,False
41,5,False,False,False,False,True,False,False,False
42,5,False,False,False,False,True,False,False,False
43,5,False,False,False,False,True,False,False,False
44,5,False,False,False,False,True,False,False,False
45,5,False,False,False,False,True,False,False,False
46,5,False,False,False,False,True,False,False,False
47,5,False,False,False,False,True,False,False,False
48,5,True,True,False,True,False,True,False,False
49,5,False,False,False,False,True,False,False,False
0,6,False,True,False,True,False,False,False,False
1,6,True,False,False,True,False,False,False,False
2,6,True,False,True,False,False,False,False,False
3,6,True,False,True,False,False,False,False,False
4,6,True,False,True,False,False,False,False,False
5,6,True,True,False,False,False,False,False,False
6,6,False,False,False,False,True,False,False,False
7,6,False,False,False,False,True,False,False,False
8,6,False,False,False,False,True,False,False,False
9,6,False,False,False,False,True,False,False,False
10,6,False,False,False,False,True,False,False,False
11,6,True,False,False,True,False,False,False,False
12,6,False,True,True,False,False,False,False,False
13,6,False,True,False,True,False,False,False,False
14,6,False,False,False,False,True,False,False,False
15,6,False,False,True,True,False,False,False,False
16,6,True,True,True,False,False,False,False,False
17,6,True,False,False,True,False,False,False,False
18,6,True,True,False,False,False,False,False,False
19,6,False,False,True,True,False,False,False,False
20,6,True,True,False,False,False,False,False,False
21,6,False,False,False,False,True,False,False,False
22,6,False,False,False,False,True,False,False,False
23,6,False,False,False,False,True,False,False,False
24,6,False,True,False,True,False,False,False,False
25,6,False,False,False,False,True,False,False,False
26,6,False,True,False,True,False,False,False,False
27,6,False,False,True,True,False,False,False,False
28,6,True,False,True,False,False,False,False,False
29,6,True,True,False,False,False,False,False,False
30,6,False,False,False,True,False,False,False,False
31,6,True,False,True,False,False,False,False,False
32,6,True,False,True,False,False,False,False,False
33,6,False,True,True,False,False,False,False,False
34,6,True,False,False,True,False,False,False,False
35,6,False,True,True,False,False,False,False,False
36,6,False,False,True,True,False,False,False,False
37,6,True,True,False,False,False,False,False,False
38,6,False,True,False,True,False,False,False,False
39,6,False,False,False,False,True,False,False,False
40,6,False,False,False,False,True,False,False,False
41,6,False,False,False,False,True,False,False,False
42,6,False,False,False,False,True,False,False,False
43,6,False,False,False,False,True,False,False,False
44,6,False,False,False,False,True,False,False,False
45,6,False,False,False,False,True,False,False,False
46,6,False,False,False,False,True,False,False,False
47,6,False,False,False,False,True,False,False,False
48,6,False,False,True,True,False,False,False,False
49,6,True,True,False,False,False,False,False,False
0,7,False,False,True,True,False,False,False,False
1,7,False,True,True,False,False,False,False,False
2,7,False,False,False,False,True,False,False,False
3,7,False,False,False,False,True,False,False,False
4,7,False,False,False,False,True,False,False,False
5,7,False,False,True,True,False,False,False,False
6,7,True,True,False,False,False,False,False,False
7,7,False,False,False,False,True,False,False,False
8,7,False,False,False,False,True,False,False,False
9,7,False,False,False,False,True,False,False,False
10,7,False,False,False,False,True,False,False,False
11,7,False,True,False,True,False,False,False,False
12,7,True,False,False,True,False,False,False,False
13,7,False,True,True,False,False,False,False,False
14,7,False,False,False,False,True,False,False,False
15,7,True,False,False,True,False,False,False,False
16,7,True,True,False,False,False,False,False,False
17,7,False,True,False,True,False,False,False,False
18,7,False,False,True,True,False,False,False,False
19,7,True,True,False,False,False,False,False,False
20,7,False,False,True,True,False,False,False,False
21,7,True,True,False,False,False,False,False,False
22,7,True,False,False,True,False,False,False,False
23,7,True,False,True,False,False,False,False,False
24,7,False,True,True,False,False,False,False,False
25,7,False,False,False,False,True,False,False,False
26,7,False,True,False,True,False,False,False,False
27,7,True,False,False,True,False,False,False,False
28,7,True,False,True,False,False,False,False,False
29,7,False,True,True,False,False,False,False,False
30,7,False,True,False,True,False,False,False,False
31,7,True,False,False,True,False,False,False,False
32,7,True,False,True,False,False,False,False,False
33,7,True,False,True,False,False,False,False,False
34,7,False,True,True,False,False,False,False,False
35,7,False,False,False,False,True,False,False,False
36,7,False,False,False,False,True,False,False,False
37,7,False,False,True,True,False,False,False,False
38,7,False,True,True,False,False,False,False,False
39,7,False,False,False,False,True,False,False,False
40,7,False,False,False,False,True,False,False,False
41,7,False,False,False,False,True,False,False,False
42,7,False,False,False,False,True,False,False,False
43,7,False,False,False,False,True,False,False,False
44,7,False,False,False,False,True,False,False,False
45,7,True,False,False,True,False,False,False,False
46,7,True,False,True,False,False,False,False,False
47,7,True,True,False,False,False,False,False,False
48,7,True,False,False,True,False,False,False,False
49,7,False,True,True,False,False,False,False,False
0,8,True,False,False,True,False,False,False,False
1,8,True,True,False,False,False,False,False,False
2,8,False,False,False,False,True,False,False,False
3,8,False,False,False,False,True,False,False,False
4,8,False,False,False,False,True,False,False,False
5,8,False,False,False,False,True,False,False,False
6,8,False,True,False,True,False,False,False,False
7,8,True,False,False,True,False,False,False,False
8,8,True,False,True,False,False,False,False,False
9,8,True,False,True,False,False,False,False,False
10,8,True,False,True,False,False,False,False,False
11,8,False,True,True,False,False,False,False,False
12,8,False,False,True,True,False,False,False,False
13,8,True,False,True,False,False,False,False,False
14,8,True,False,True,False,False,False,False,False
15,8,False,True,True,False,False,False,False,False
16,8,False,False,True,True,False,False,False,False
17,8,False,True,False,False,False,False,False,False
18,8,True,True,False,True,False,False,False,False
19,8,False,False,True,True,False,False,False,False
20,8,True,False,True,False,False,False,False,False
21,8,False,True,True,False,False,False,False,False
22,8,False,False,True,True,False,False,False,False
23,8,True,True,False,False,False,False,False,False
24,8,False,False,False,False,True,False,False,False
25,8,True,False,False,True,False,False,False,False
26,8,False,True,True,False,False,False,False,False
27,8,False,True,False,True,False,False,False,False
28,8,False,False,False,False,True,False,False,False
29,8,True,False,False,True,False,False,False,False
30,8,False,True,True,False,False,False,False,False
31,8,False,False,True,True,False,False,False,False
32,8,True,True,False,False,False,False,False,False
33,8,False,False,False,False,True,False,False,False
34,8,False,False,False,False,True,False,False,False
35,8,False,False,False,False,True,False,False,False
36,8,False,False,False,False,True,False,False,False
37,8,False,False,False,False,True,False,False,False
38,8,False,False,False,False,True,False,False,False
39,8,False,False,False,False,True,False,False,False
40,8,False,False,False,False,True,False,False,False
41,8,False,False,False,False,True,False,False,False
42,8,False,False,False,False,True,False,False,False
43,8,False,False,False,False,True,False,False,False
44,8,False,False,False,False,True,False,False,False
45,8,False,True,False,True,False,False,False,False
46,8,True,False,False,True,False,False,False,False
47,8,False,True,True,False,False,False,False,False
48,8,False,False,True,True,False,False,False,False
49,8,True,True,False,False,False,False,False,False
0,9,False,True,False,True,False,False,False,False
1,9,False,True,False,True,False,False,False,False
2,9,False,False,False,False,True,False,False,False
3,9,False,False,False,False,True,False,False,False
4,9,True,False,False,True,False,False,False,False
5,9,True,False,True,False,False,False,False,False
6,9,False,True,True,False,False,False,False,False
7,9,False,False,True,True,False,False,False,False
8,9,True,False,True,False,False,False,False,False
9,9,True,True,False,False,False,False,False,False
10,9,False,False,False,False,True,False,False,False
11,9,False,False,False,False,True,False,False,False
12,9,True,False,False,True,False,False,False,False
13,9,True,False,True,False,False,False,False,False
14,9,True,True,False,False,False,False,False,False
15,9,False,False,False,False,True,False,False,False
16,9,False,False,False,False,True,False,False,False
17,9,False,False,True,True,False,False,False,False
18,9,False,True,True,False,False,False,False,False
19,9,False,False,False,False,True,False,False,False
20,9,False,False,False,False,True,False,False,False
21,9,False,False,False,False,True,False,False,False
22,9,False,False,False,False,True,False,False,False
23,9,False,True,False,True,False,False,False,False
24,9,False,False,False,False,True,False,False,False
25,9,False,True,False,True,False,False,False,False
26,9,True,False,False,True,False,False,False,False
27,9,False,True,True,False,False,False,False,False
28,9,False,False,False,False,True,False,False,False
29,9,False,False,True,True,False,False,False,False
30,9,True,True,False,False,False,False,False,False
31,9,False,False,False,False,True,False,False,False
32,9,False,True,False,True,False,False,False,False
33,9,False,False,False,False,True,False,False,False
34,9,False,False,False,False,True,False,False,False
35,9,False,False,False,False,True,False,False,False
36,9,False,False,False,False,True,False,False,False
37,9,False,False,False,False,True,False,False,False
38,9,False,False,False,False,True,False,False,False
39,9,False,False,False,False,True,False,False,False
40,9,False,False,False,False,True,False,False,False
41,9,False,False,False,False,True,False,False,False
42,9,True,False,False,True,False,False,False,False
43,9,True,False,True,False,False,False,False,False
44,9,True,True,False,False,False,False,False,False
45,9,False,True,True,True,False,False,False,False
46,9,False,False,False,True,False,False,False,False
47,9,True,True,False,False,False,False,False,False
48,9,True,False,False,True,False,False,False,False
49,9,False,True,True,False,False,False,False,False
0,10,False,True,False,True,False,False,False,False
1,10,False,False,True,True,False,False,False,False
2,10,True,False,True,False,False,False,False,False
3,10,True,False,True,False,False,False,False,False
4,10,False,True,True,False,False,False,False,False
5,10,False,False,False,False,True,False,False,False
6,10,False,False,False,False,True,False,False,False
7,10,False,False,False,False,True,False,False,False
8,10,False,False,False,False,True,False,False,False
9,10,False,False,True,True,False,False,False,False
10,10,True,False,True,False,False,False,False,False
11,10,True,True,False,False,False,False,False,False
12,10,False,False,True,True,False,False,False,False
13,10,True,True,False,False,False,False,False,False
14,10,False,True,False,True,False,False,False,False
15,10,False,False,False,False,True,False,False,False
16,10,True,False,False,True,False,False,False,False
17,10,True,True,False,False,False,False,False,False
18,10,False,False,False,False,True,False,False,False
19,10,True,False,False,True,False,False,False,False
20,10,True,True,False,False,False,False,False,False
21,10,False,False,False,False,True,False,False,False
22,10,False,False,False,False,True,False,False,False
23,10,False,True,False,True,False,False,False,False
24,10,False,False,False,False,True,False,False,False
25,10,False,False,True,True,False,False,False,False
26,10,False,True,True,False,False,False,False,False
27,10,True,False,True,True,False,False,False,False
28,10,True,False,True,False,False,False,False,False
29,10,True,False,True,False,False,False,False,False
30,10,False,True,True,False,False,False,False,False
31,10,True,False,False,True,False,False,False,False
32,10,False,True,True,False,False,False,False,False
33,10,True,False,False,True,False,False,False,False
34,10,True,False,True,False,False,False,False,False
35,10,True,False,True,False,False,False,False,False
36,10,True,True,False,False,False,False,False,False
37,10,False,False,False,False,True,False,False,False
38,10,False,False,False,False,True,False,False,False
39,10,False,False,False,False,True,False,False,False
40,10,False,False,False,False,True,False,False,False
41,10,False,False,False,False,True,False,False,False
42,10,False,True,False,True,False,False,False,False
43,10,True,False,True,True,False,False,False,False
44,10,False,True,True,False,False,False,False,False
45,10,True,False,False,True,False,False,False,False
46,10,False,True,True,False,False,False,False,False
47,10,False,True,False,True,False,False,False,False
48,10,False,False,True,True,False,False,False,False
49,10,True,True,False,False,False,False,False,False
0,11,False,False,True,True,False,False,False,False
1,11,True,True,False,False,False,False,False,False
2,11,False,False,False,False,True,False,False,False
3,11,False,False,False,False,True,False,False,False
4,11,False,False,False,False,True,False,False,False
5,11,False,False,False,False,True,False,False,False
6,11,False,False,False,False,True,False,False,False
7,11,False,False,False,False,True,False,False,False
8,11,False,False,False,False,True,False,False,False
9,11,False,False,False,False,True,False,False,False
10,11,False,False,False,False,True,False,False,False
11,11,False,False,True,True,False,False,False,False
12,11,True,False,True,False,False,False,False,False
13,11,False,True,True,False,False,False,False,False
14,11,False,True,False,True,False,False,False,False
15,11,False,False,False,False,True,False,False,False
16,11,False,True,False,True,False,False,False,False
17,11,False,True,False,True,False,False,False,False
18,11,False,False,False,False,True,False,False,False
19,11,False,True,False,True,False,False,False,False
20,11,False,True,False,True,False,False,False,False
21,11,False,False,False,False,True,False,False,False
22,11,False,False,False,False,True,False,False,False
23,11,False,True,False,True,False,False,False,False
24,11,True,False,False,True,False,False,False,False
25,11,True,False,True,False,False,False,False,False
26,11,True,False,True,False,False,False,False,False
27,11,True,False,True,False,False,False,False,False
28,11,True,False,True,False,False,False,False,False
29,11,True,False,True,False,False,False,False,False
30,11,True,False,True,False,False,False,False,False
31,11,False,True,True,False,False,False,False,False
32,11,True,False,True,True,False,False,False,False
33,11,False,True,True,False,False,False,False,False
34,11,True,False,False,True,False,False,False,False
35,11,True,True,False,False,False,False,False,False
36,11,False,True,False,True,False,False,False,False
37,11,False,False,False,False,True,False,False,False
38,11,False,False,False,False,True,False,False,False
39,11,False,False,False,False,True,False,False,False
40,11,False,False,False,False,True,False,False,False
41,11,False,False,False,False,True,False,False,False
42,11,False,False,True,True,False,False,False,False
43,11,True,False,False,False,False,False,False,False
44,11,True,False,True,False,False,False,False,False
45,11,False,True,True,False,False,False,False,False
46,11,False,False,False,False,True,False,False,False
47,11,False,True,False,True,False,False,False,False
48,11,True,False,False,True,False,False,False,False
49,11,False,True,True,False,False,False,False,False
0,12,True,True,False,True,False,False,False,False
1,12,False,True,False,True,False,False,False,False
2,12,False,False,False,False,True,False,False,False
3,12,False,False,False,False,True,False,False,False
4,12,False,False,False,False,True,False,False,False
5,12,False,False,False,False,True,False,False,False
6,12,False,False,False,False,True,False,False,False
7,12,False,False,False,False,True,False,False,False
8,12,False,False,False,False,True,False,False,False
9,12,False,False,False,False,True,False,False,False
10,12,False,False,False,False,True,False,False,False
11,12,False,False,False,False,True,False,False,False
12,12,False,False,False,False,True,False,False,False
13,12,False,False,False,False,True,False,False,False
14,12,False,True,False,True,False,False,False,False
15,12,False,False,False,False,True,False,False,False
16,12,False,True,False,True,False,False,False,False
17,12,False,False,True,True,False,False,False,False
18,12,True,True,False,False,False,False,False,False
19,12,False,True,False,True,False,False,False,False
20,12,False,True,False,True,False,False,False,False
21,12,False,False,False,False,True,False,False,False
22,12,False,False,False,False,True,False,False,False
23,12,False,True,False,True,False,False,False,False
24,12,False,False,True,True,False,False,False,False
25,12,True,False,True,False,False,False,False,False
26,12,True,False,False,False,False,False,False,False
27,12,True,False,False,False,False,False,False,False
28,12,True,False,True,False,False,False,False,False
29,12,True,False,True,False,False,False,False,False
30,12,True,False,True,False,False,False,False,False
31,12,True,False,True,False,False,False,False,False
32,12,True,False,True,False,False,False,False,False
33,12,True,False,True,False,False,False,False,False
34,12,False,True,True,False,False,False,False,False
35,12,False,False,True,True,False,False,False,False
36,12,False,True,True,False,False,False,False,False
37,12,False,False,False,False,True,False,False,False
38,12,False,False,False,False,True,False,False,False
39,12,False,False,False,False,True,False,False,False
40,12,False,False,False,False,True,False,False,False
41,12,False,False,False,False,True,False,False,False
42,12,False,False,False,False,True,False,False,False
43,12,False,False,True,True,False,False,False,False
44,12,True,False,True,False,False,False,False,False
45,12,True,True,False,False,False,False,False,False
46,12,False,False,False,False,True,False,False,False
47,12,False,True,False,True,False,False,False,False
48,12,False,False,True,True,False,False,False,False
49,12,True,True,False,False,False,False,False,False
0,13,False,False,False,True,False,False,False,False
1,13,False,True,True,False,False,False,False,False
2,13,False,False,False,False,True,False,False,False
3,13,False,False,False,False,True,False,False,False
4,13,False,False,False,False,True,False,False,False
5,13,False,False,False,False,True,False,False,False
6,13,False,False,False,False,True,False,False,False
7,13,False,False,False,False,True,False,False,False
8,13,False,False,False,False,True,False,False,False
9,13,False,False,False,False,True,False,False,False
10,13,False,False,False,False,True,False,False,False
11,13,False,False,False,False,True,False,False,False
12,13,True,False,False,True,False,False,False,False
13,13,True,True,False,False,False,False,False,False
14,13,False,True,False,True,False,False,False,False
15,13,False,False,False,False,True,False,False,False
16,13,False,True,False,True,False,False,False,False
17,13,False,False,False,False,True,False,False,False
18,13,False,True,False,True,False,False,False,False
19,13,False,True,False,True,False,False,False,False
20,13,False,False,True,True,False,False,False,False
21,13,True,False,True,False,False,False,False,False
22,13,True,True,False,False,False,False,False,False
23,13,False,True,False,True,False,False,False,False
24,13,True,False,False,True,False,False,False,False
25,13,True,True,False,False,False,False,False,False
26,13,False,True,False,True,False,False,False,False
27,13,False,False,True,True,False,False,False,False
28,13,True,False,True,False,False,False,False,False
29,13,True,False,True,False,False,False,False,False
30,13,True,False,True,False,False,False,False,False
31,13,True,False,True,False,False,False,False,False
32,13,True,False,False,False,False,False,False,False
33,13,True,True,False,False,False,False,False,False
34,13,False,False,False,False,True,False,False,False
35,13,True,False,False,True,False,False,False,False
36,13,True,True,False,False,False,False,False,False
37,13,False,False,False,False,True,False,False,False
38,13,False,False,False,False,True,False,False,False
39,13,False,False,False,False,True,False,False,False
40,13,False,False,False,False,True,False,False,False
41,13,False,False,False,False,True,False,False,False
42,13,False,False,False,False,True,False,False,False
43,13,True,False,False,True,False,False,False,False
44,13,True,False,True,False,False,False,False,False
45,13,False,True,True,False,False,False,False,False
