x,y,wall_n,wall_e,wall_s,wall_w,empty,current,start,target
9,5,False,False,True,True,False,False,False,False
10,5,True,True,False,False,False,False,False,False
11,5,False,False,True,True,False,False,False,False
12,5,True,False,True,False,False,False,False,False
13,5,True,True,False,False,False,False,False,False
14,5,False,False,True,True,False,False,False,False
15,5,True,False,True,False,False,False,False,False
16,5,False,True,True,False,False,False,False,False
17,5,False,True,False,True,False,False,False,False
18,5,True,True,False,True,False,False,False,False
19,5,False,True,False,True,False,False,False,False
0,6,False,False,True,True,False,False,False,False
1,6,True,True,False,False,False,False,False,False
2,6,True,False,True,True,False,False,False,False
3,6,False,True,True,False,False,False,False,False
4,6,False,True,False,True,False,False,False,False
5,6,False,True,True,True,False,False,False,False
6,6,False,False,True,True,False,False,False,False
7,6,True,True,False,False,False,False,False,False
8,6,False,True,False,True,False,False,False,False
9,6,True,True,False,True,False,False,False,False
10,6,False,False,False,True,False,False,False,False
11,6,True,True,True,False,False,False,False,False
12,6,True,False,False,True,False,False,False,False
13,6,False,True,True,False,False,False,False,False
14,6,True,False,False,True,False,False,False,False
15,6,True,False,True,False,False,False,False,False
16,6,True,True,False,False,False,False,False,False
17,6,False,True,False,True,False,False,False,False
18,6,False,False,True,True,False,False,False,False
19,6,False,True,False,False,False,False,False,False
0,7,True,False,False,True,False,False,False,False
1,7,False,True,True,False,False,False,False,False
2,7,True,False,False,True,False,False,False,False
3,7,True,False,True,False,False,False,False,False
4,7,False,True,False,False,False,False,False,False
5,7,True,False,False,True,False,False,False,False
6,7,True,True,False,False,False,False,False,False
7,7,False,True,False,True,False,False,False,False
8,7,False,False,False,True,False,False,False,False
9,7,False,False,True,False,False,False,False,False
10,7,False,True,True,False,False,False,False,False
11,7,True,False,False,True,False,False,False,False
12,7,False,True,False,False,False,False,False,False
13,7,True,True,False,True,False,False,False,False
14,7,False,False,False,True,False,False,False,False
15,7,True,True,False,False,False,False,False,False
16,7,False,True,False,True,False,False,False,False
17,7,False,False,True,True,False,False,False,False
18,7,True,True,False,False,False,False,False,False
19,7,False,True,True,True,False,False,False,False
0,8,False,False,True,True,False,False,False,False
1,8,True,False,True,False,False,False,False,False
2,8,False,False,True,False,False,False,False,False
3,8,True,True,True,False,False,False,False,False
4,8,False,False,True,True,False,False,False,False
5,8,False,True,True,False,False,False,False,False
6,8,False,True,False,True,False,False,False,False
7,8,False,True,True,True,False,False,False,False
8,8,False,True,False,True,False,False,False,False
9,8,True,False,True,True,False,False,False,False
10,8,True,True,False,False,False,False,False,False
11,8,False,True,False,True,False,False,False,False
12,8,False,True,False,True,False,False,False,False
13,8,False,True,False,True,False,False,False,False
14,8,False,True,False,True,False,False,False,False
15,8,False,True,True,True,False,False,False,False
16,8,False,False,False,True,False,False,False,False
17,8,True,True,False,False,False,False,False,False
18,8,False,False,True,True,False,False,False,False
19,8,True,True,False,False,False,False,False,False
0,9,True,False,False,True,False,False,False,False
1,9,True,False,True,False,False,False,False,False
2,9,True,False,True,False,False,False,False,False
3,9,True,True,False,False,False,False,False,False
4,9,True,False,False,True,False,False,False,False
5,9,True,True,True,False,False,False,False,False
6,9,False,False,False,True,False,False,False,False
7,9,True,True,False,False,False,False,False,False
8,9,False,False,True,True,False,False,False,False
9,9,True,True,False,False,False,False,False,False
10,9,False,True,False,True,False,False,False,False
11,9,False,True,False,True,False,False,False,False
12,9,False,True,False,True,False,False,False,False
13,9,False,False,False,True,False,False,False,False
14,9,False,True,True,False,False,False,False,False
15,9,True,False,False,True,False,False,False,False
16,9,False,True,True,False,False,False,False,False
17,9,False,False,True,True,False,False,False,False
18,9,True,False,True,False,False,False,False,False
19,9,False,True,True,False,False,False,False,False
0,10,False,True,False,True,False,False,False,False
1,10,True,False,False,True,False,False,False,False
2,10,True,True,False,False,False,False,False,False
3,10,False,True,True,True,False,False,False,False
4,10,False,False,True,True,False,False,False,False
5,10,True,False,True,False,False,False,False,False
6,10,False,True,True,False,False,False,False,False
7,10,False,False,True,True,False,False,False,False
8,10,True,True,False,False,False,False,False,False
9,10,False,True,False,True,False,False,False,False
10,10,False,False,False,True,False,False,False,False
11,10,False,True,True,False,False,False,False,False
12,10,False,True,True,True,False,False,False,False
13,10,False,False,True,True,False,False,False,False
14,10,True,True,False,False,False,False,False,False
15,10,False,False,True,True,False,False,False,False
16,10,True,False,True,False,False,False,False,False
17,10,True,False,False,False,False,False,False,False
18,10,True,False,True,False,False,False,False,False
19,10,True,True,False,False,False,False,False,False
0,11,False,True,False,True,False,False,False,False
1,11,False,True,False,True,False,False,False,False
2,11,False,False,True,True,False,False,False,False
3,11,True,False,False,False,False,False,False,False
4,11,True,False,True,False,False,False,False,False
5,11,True,False,True,False,False,False,False,False
6,11,True,False,True,False,False,False,False,False
7,11,True,True,False,False,False,False,False,False
8,11,False,False,True,True,False,False,False,False
9,11,False,True,True,False,False,False,False,False
10,11,False,False,True,True,False,False,False,False
11,11,True,False,True,False,False,False,False,False
12,11,True,False,True,False,False,False,False,False
13,11,True,False,True,False,False,False,False,False
14,11,False,True,True,False,False,False,False,False
15,11,True,False,False,True,False,False,False,False
16,11,True,True,True,False,False,False,False,False
17,11,False,False,True,True,False,False,False,False
18,11,True,True,False,False,False,False,False,False
19,11,False,True,False,True,False,False,False,False
0,12,False,False,True,True,False,False,False,False
1,12,False,True,True,False,False,False,False,False
2,12,True,True,False,True,False,False,False,False
3,12,False,False,True,True,False,False,False,False
4,12,True,False,True,False,False,False,False,False
5,12,True,True,False,False,False,False,False,False
6,12,True,False,False,True,False,False,False,False
7,12,False,False,True,False,False,False,False,False
8,12,True,True,True,False,False,False,False,False
9,12,True,False,False,True,False,False,False,False
10,12,True,False,True,False,False,False,False,False
11,12,True,False,True,False,False,False,False,False
12,12,True,False,True,False,False,False,False,False
13,12,True,False,False,False,False,False,False,False
14,12,True,True,True,False,False,False,False,False
15,12,False,False,False,True,False,False,False,False
16,12,True,False,True,False,False,False,False,False
17,12,True,False,True,False,False,False,False,False
18,12,False,True,True,False,False,False,False,False
19,12,False,True,False,True,False,False,False,False
0,13,True,False,True,True,False,False,False,False
1,13,True,False,False,False,False,False,False,False
2,13,False,True,False,False,False,False,False,False
3,13,True,False,False,True,False,False,False,False
4,13,True,False,True,False,False,False,False,False
5,13,False,True,True,False,False,False,False,False
6,13,False,True,False,True,False,False,False,False
7,13,True,False,False,True,False,False,False,False
8,13,True,True,False,False,False,False,False,False
9,13,False,False,False,True,False,False,False,False
10,13,True,False,True,False,False,False,False,False
11,13,True,True,False,False,False,False,False,False
12,13,True,True,False,True,False,False,False,False
13,13,False,False,True,True,False,False,False,False
14,13,True,False,False,False,False,False,False,False
15,13,False,True,True,False,False,False,False,False
16,13,True,False,True,True,False,False,False,False
17,13,True,False,True,False,False,False,False,False
18,13,True,False,True,False,False,False,False,False
19,13,False,True,True,False,False,False,False,False
0,14,True,False,False,True,False,False,False,False
1,14,False,True,True,False,False,False,False,False
2,14,False,True,True,True,False,False,False,False
3,14,False,True,False,True,False,False,False,False
4,14,True,False,False,True,False,False,False,False
5,14,True,True,False,False,False,False,False,False
6,14,False,False,True,True,False,False,False,False
7,14,False,True,True,False,False,False,False,False
8,14,False,True,False,True,False,False,False,False
9,14,False,False,True,True,False,False,False,False
10,14,True,True,False,False,False,False,False,False
11,14,False,False,True,True,False,False,False,False
12,14,False,True,True,False,False,False,False,False
13,14,True,False,True,True,False,False,False,False
14,14,False,True,True,False,False,False,False,False
15,14,True,False,False,True,False,False,False,False
16,14,True,False,True,False,False,False,False,False
17,14,True,False,False,False,False,False,False,False
18,14,True,False,True,False,False,False,False,False
19,14,True,True,False,False,False,False,False,False
0,15,False,False,True,True,False,False,False,False
1,15,True,False,True,False,False,False,False,False
2,15,True,False,True,False,False,False,False,False
3,15,False,True,True,False,False,False,False,False
4,15,False,True,False,True,False,False,False,False
5,15,False,False,True,True,False,False,False,False
6,15,True,True,False,False,False,False,False,False
7,15,True,False,False,True,False,False,False,False
8,15,False,True,True,False,False,False,False,False
9,15,True,False,True,True,False,False,False,False
10,15,False,True,False,False,False,False,False,False
11,15,True,False,False,True,False,False,False,False
12,15,True,False,True,False,False,False,False,False
13,15,True,False,True,False,False,False,False,False
14,15,True,False,True,False,False,False,False,False
15,15,False,True,True,False,False,False,False,False
16,15,True,True,False,True,False,False,False,False
17,15,False,False,True,True,False,False,False,False
18,15,True,True,True,False,False,False,False,False
19,15,False,True,False,True,False,False,False,False
0,16,True,False,False,True,False,False,False,False
1,16,True,True,True,False,False,False,False,False
2,16,True,False,False,True,False,False,False,False
3,16,True,True,False,False,False,False,False,False
4,16,False,True,False,True,False,False,False,False
5,16,True,True,False,True,False,False,False,False
6,16,False,True,False,True,False,False,False,False
7,16,False,False,True,True,False,False,False,False
8,16,True,False,True,False,False,False,False,False
9,16,True,True,False,False,False,False,False,False
10,16,False,False,True,True,False,False,False,False
11,16,False,True,False,False,False,False,False,False
12,16,True,True,False,True,False,False,False,False
13,16,True,False,False,True,False,False,False,False
14,16,True,True,False,False,False,False,False,False
15,16,True,False,True,True,False,False,False,False
16,16,False,True,False,False,False,False,False,False
17,16,True,False,False,True,False,False,False,False
18,16,True,False,True,False,False,False,False,False
19,16,False,True,True,False,False,False,False,False
0,17,False,False,True,True,False,False,False,False
1,17,True,False,True,False,False,False,False,False
2,17,False,True,True,False,False,False,False,False
3,17,False,False,True,True,False,False,False,False
4,17,False,True,True,False,False,False,False,False
5,17,False,True,False,True,False,False,False,False
6,17,False,False,True,True,False,False,False,False
7,17,True,True,False,False,False,False,False,False
8,17,True,False,False,True,False,False,False,False
9,17,False,True,True,False,False,False,False,False
10,17,True,True,False,True,False,False,False,False
11,17,False,True,False,True,False,False,False,False
12,17,False,False,True,True,False,False,False,False
13,17,False,True,True,False,False,False,False,False
14,17,False,False,True,True,False,False,False,False
15,17,True,True,False,False,False,False,False,False
16,17,False,False,True,True,False,False,False,False
17,17,False,False,True,False,False,False,False,False
18,17,True,False,False,False,False,False,False,False
19,17,True,True,False,False,False,False,False,False
0,18,True,False,False,True,False,False,False,False
1,18,True,False,True,False,False,False,False,False
2,18,True,False,True,False,False,False,False,False
3,18,True,False,True,False,False,False,False,False
4,18,True,False,True,False,False,False,False,False
5,18,False,False,True,False,False,False,False,False
6,18,True,False,True,False,False,False,False,False
7,18,False,False,True,False,False,False,False,False
8,18,False,True,False,False,False,False,False,False
9,18,True,False,False,True,False,False,False,False
10,18,False,True,False,False,False,False,False,False
11,18,False,False,True,True,False,False,False,False
12,18,True,True,False,False,False,False,False,False
13,18,True,False,False,True,False,False,False,False
14,18,True,True,False,False,False,False,False,False
15,18,False,True,False,True,False,False,False,False
16,18,True,False,False,True,False,False,False,False
17,18,True,True,False,False,False,False,False,False
18,18,False,True,False,True,False,False,False,False
19,18,False,True,True,True,False,False,False,False
0,19,False,False,True,True,False,False,False,False
1,19,True,False,True,False,False,False,False,False
2,19,True,False,True,False,False,False,False,False
3,19,True,False,True,False,False,False,False,False
4,19,True,False,True,False,False,False,False,False
5,19,True,False,True,False,False,False,False,False
6,19,True,False,True,False,False,False,False,False
7,19,True,True,True,False,False,False,False,False
8,19,False,False,True,True,False,False,False,False
9,19,False,True,True,False,False,False,False,False
10,19,False,False,True,True,False,False,False,False
11,19,True,False,True,False,False,False,False,False
12,19,False,True,True,False,False,False,False,False
13,19,False,True,True,True,False,False,False,False
14,19,False,False,True,True,False,False,False,False
15,19,False,False,True,False,False,False,False,False
16,19,False,True,True,False,False,False,False,False
17,19,False,False,True,True,False,False,False,False
18,19,False,False,True,False,False,False,False,False
19,19,True,True,True,False,False,True,False,True
